
-3.445	11.8
-3.450	13.0
-3.456	14.3
-3.461	15.5
-3.466	16.3
-3.472	16.7
-3.477	17.0
-3.482	16.7
-3.488	16.2
-3.493	15.1
-3.498	13.5
-3.504	12.2
-3.509	10.8
-3.514	9.5
-3.520	8.3
-3.525	7.5
-3.530	7.1
-3.536	7.1
-3.541	7.5
-3.546	8.2
-3.552	9.0
-3.557	9.9
-3.562	11.0
-3.568	12.2
-3.573	13.3
-3.578	14.0
-3.584	14.3
-3.589	14.3
-3.594	13.8
-3.600	13.2
-3.605	12.2
-3.610	11.1
-3.616	9.8
-3.621	8.6
-3.626	7.4
-3.632	6.6
-3.637	6.2
-3.642	6.0
-3.647	6.1
-3.653	6.5
-3.658	7.0
-3.663	7.8
-3.669	8.6
-3.674	9.5
-3.679	10.3
-3.685	11.1
-3.690	11.5
-3.695	11.6
-3.701	11.4
-3.706	11.0
-3.711	10.2
-3.717	9.3
-3.722	8.2
-3.727	7.1
-3.733	6.2
-3.738	5.7
-3.743	5.2
-3.749	5.0
-3.754	5.1
-3.759	5.5
-3.765	5.8
-3.770	6.2
-3.775	7.0
-3.781	7.7
-3.786	8.5
-3.791	8.9
-3.797	9.0
-3.802	9.0
-3.807	8.9
-3.813	8.4
-3.818	7.6
-3.823	6.9
-3.829	6.2
-3.834	5.5
-3.839	4.9
-3.844	4.5
-3.850	4.2
-3.855	4.2
-3.860	4.2
-3.866	4.3
-3.871	4.7
-3.876	5.1
-3.882	5.5
-3.887	5.9
-3.892	6.3
-3.898	6.5
-3.903	6.6
-3.908	6.5
-3.914	6.2
-3.919	5.8
-3.924	5.2
-3.930	4.8
-3.935	4.3
-3.940	3.9
-3.946	3.5
-3.951	3.5
-3.956	3.5
-3.962	3.5
-3.967	3.5
-3.972	3.8
-3.978	4.1
-3.983	4.3
-3.988	4.4
-3.994	4.6
-3.999	4.6
-4.004	4.6
-4.009	4.6
-4.015	4.6
-4.020	4.2
-4.025	3.9
-4.031	3.5
-4.036	3.3
-4.041	3.0
-4.047	3.0
-4.052	3.0
-4.057	3.0
-4.063	3.0
-4.068	3.0
-4.073	3.0
-4.079	3.1
-4.084	3.2
-4.089	3.4
-4.095	3.4
-4.100	3.6
-4.105	3.5
-4.111	3.4
-4.116	3.3
-4.121	3.1
-4.127	3.0
-4.132	2.8
-4.137	2.6
-4.143	2.5
-4.148	2.3
-4.153	2.3
-4.158	2.3
-4.164	2.3
-4.169	2.3
-4.174	2.4
-4.180	2.4
-4.185	2.4
-4.190	2.5
-4.196	2.5
-4.201	2.5
-4.206	2.5
-4.212	2.5
-4.217	2.4
-4.222	2.3
-4.228	2.2
-4.233	2.2
-4.238	2.2
-4.244	2.2
-4.249	2.2
-4.254	2.2
-4.260	2.2
-4.265	2.2
-4.270	2.2
-4.275	2.2
-4.281	2.2
-4.286	2.2
-4.291	2.2
-4.297	2.2
-4.302	2.2
-4.307	2.2
-4.313	2.2
-4.318	2.2
-4.323	2.1
-4.329	2.1
-4.334	2.1
-4.339	2.1
-4.345	2.1
-4.350	2.1
-4.355	2.1
-4.361	2.1
-4.366	2.1
-4.371	2.1
-4.377	2.1
-4.382	2.1
-4.387	2.1
-4.392	2.1
-4.398	2.1
-4.403	2.1
-4.408	2.1
-4.414	2.0
-4.419	2.0
-4.424	1.9
-4.430	1.9
-4.435	1.9
-4.440	2.0
-4.446	2.0
-4.451	1.9
-4.456	1.9
-4.462	1.9
-4.467	1.9
-4.472	1.9
-4.478	1.9
-4.483	1.9
-4.488	1.9
-4.493	1.9
-4.499	1.9
-4.504	1.8
-4.509	1.8
-4.515	1.8
-4.520	1.8
-4.525	1.8
-4.531	1.8
-4.536	1.8
-4.541	1.8
-4.547	1.8
-4.552	1.8
-4.557	1.8
-4.563	1.8
-4.568	1.8
-4.573	1.8
-4.578	1.8
-4.584	1.8
-4.589	1.8
-4.594	1.8
-4.600	1.8
-4.605	1.8
-4.610	1.8
-4.616	1.8
-4.621	1.8
-4.626	1.8
-4.632	1.8
-4.637	1.8
-4.642	1.8
-4.648	1.8
-4.653	1.8
-4.658	1.8
-4.663	1.8
-4.669	1.8
-4.674	1.8
-4.679	1.8
-4.685	1.8
-4.690	1.8
-4.695	1.8
-4.701	1.8
-4.706	1.8
-4.711	1.8
-4.717	1.8
-4.722	1.8
-4.727	1.8
-4.733	1.8
-4.738	1.8
-4.743	1.8
-4.748	1.8
-4.754	1.8
-4.759	1.8
-4.764	1.8
-4.770	1.8
-4.775	1.8
-4.780	1.8
-4.786	1.8
-4.791	1.8
-4.796	1.7
-4.802	1.7
-4.807	1.7
-4.812	1.7
-4.818	1.7
-4.823	1.7
-4.828	1.7
-4.833	1.7
-4.839	1.7
-4.844	1.7
-4.849	1.6
-4.855	1.6
-4.860	1.6
-4.865	1.6
-4.871	1.6
-4.876	1.6
-4.881	1.6
-4.887	1.6
-4.892	1.6
-4.897	1.6
-4.902	1.6
-4.908	1.6
-4.913	1.6
-4.918	1.6
-4.924	1.6
-4.929	1.6
-4.934	1.6
-4.940	1.6
-4.945	1.5
-4.950	1.5
-4.956	1.5
-4.961	1.5
-4.966	1.5
-4.971	1.5
-4.977	1.5
-4.982	1.5
-4.987	1.5
-4.993	1.5
-4.998	1.5
-5.003	1.5
-5.009	1.5
-5.014	1.5
-5.019	1.5
-5.025	1.5
-5.030	1.5
-5.035	1.5
-5.040	1.5
-5.046	1.5
-5.051	1.5
-5.056	1.5
-5.062	1.5
-5.067	1.5
-5.072	1.5
-5.078	1.5
-5.083	1.5
-5.088	1.5
-5.094	1.5
-5.099	1.5
-5.104	1.5
-5.109	1.5
-5.115	1.5
-5.120	1.7
-5.125	1.5
-5.131	1.5
-5.136	1.5
-5.141	1.5
-5.147	1.5
-5.152	1.5
-5.157	1.5
-5.162	1.5
-5.168	1.5
-5.173	1.5
-5.178	1.5
-5.184	1.5
-5.189	1.5
-5.194	1.5
-5.200	1.5
-5.205	1.5
-5.210	1.5
-5.216	1.5
-5.221	1.5
-5.226	1.5
-5.231	1.5
-5.237	1.5
-5.242	1.5
-5.247	1.5
-5.253	1.5
-5.258	1.5
-5.263	1.5
-5.269	1.5
-5.274	1.5
-5.279	1.5
-5.284	1.5
-5.290	1.5
-5.295	1.5
-5.300	1.5
-5.306	1.5
-5.311	1.5
-5.316	1.5
-5.322	1.5
-5.327	1.5
-5.332	1.5
-5.337	1.5
-5.343	1.5
-5.348	1.5
-5.353	1.5
-5.359	1.5
-5.364	1.5
-5.369	1.5
-5.375	1.5
-5.380	1.5
-5.385	1.5
-5.390	1.5
-5.396	1.5
-5.401	1.5
-5.406	1.5
-5.412	1.5
-5.417	1.5
-5.422	1.5
-5.428	1.5
-5.433	1.5
-5.438	1.5
-5.443	1.5
-5.449	1.5
-5.454	1.4
