5.459	0.6
5.454	0.6
5.449	0.6
5.443	0.6
5.438	0.6
5.433	0.6
5.428	0.5
5.422	0.5
5.417	0.6
5.412	0.6
5.406	0.6
5.401	0.6
5.396	0.6
5.390	0.6
5.385	0.7
5.380	0.6
5.375	0.6
5.369	0.6
5.364	0.6
5.359	0.6
5.353	0.7
5.348	0.7
5.343	0.7
5.337	0.7
5.332	0.7
5.327	0.7
5.322	0.8
5.316	0.7
5.311	0.8
5.306	0.8
5.300	0.8
5.295	0.8
5.290	0.8
5.284	0.8
5.279	0.8
5.274	0.9
5.269	1.0
5.263	1.0
5.258	1.1
5.253	1.1
5.247	1.2
5.242	1.2
5.237	1.2
5.231	1.2
5.226	1.1
5.221	1.1
5.216	1.1
5.210	1.1
5.205	1.2
5.200	1.3
5.194	1.4
5.189	1.4
5.184	1.4
5.178	1.4
5.173	1.3
5.168	1.3
5.162	1.2
5.157	1.0
5.152	1.0
5.147	0.9
5.141	0.9
5.136	0.9
5.131	1.0
5.125	1.1
5.120	1.4
5.115	1.5
5.109	1.6
5.104	1.9
5.099	2.2
5.094	2.3
5.088	2.7
5.083	2.7
5.078	2.7
5.072	2.6
5.067	2.4
5.062	2.3
5.056	2.3
5.051	2.3
5.046	2.7
5.040	3.0
5.035	3.2
5.030	3.5
5.025	3.9
5.019	4.0
5.014	4.0
5.009	3.9
5.003	3.9
4.998	3.7
4.993	3.5
4.987	3.1
4.982	3.1
4.977	3.1
4.971	3.3
4.966	3.6
4.961	3.9
4.956	4.3
4.950	4.8
4.945	5.2
4.940	5.5
4.934	5.5
4.929	5.6
4.924	5.6
4.918	5.5
4.913	5.1
4.908	4.7
4.902	4.3
4.897	4.2
4.892	4.3
4.887	4.6
4.881	5.0
4.876	5.5
4.871	5.9
4.865	6.7
4.860	7.2
4.855	7.5
4.849	7.5
4.844	7.4
4.839	7.1
4.833	6.7
4.828	6.3
4.823	5.8
4.818	5.4
4.812	5.4
4.807	5.6
4.802	6.0
4.796	6.5
4.791	7.3
4.786	8.1
4.780	9.5
4.775	9.6
4.770	9.6
